tid,date,subject,author,fname,views,replies,pings_num,share_num,total_heat,score,article_type,split,word_count,paragraph_count,paragraphs_per_1000,median_paragraph_len,short_paragraph_ratio,max_short_run,list_like_lines,path,url
805033,2022-10-16,震惊！今天大宜宾办公室突然冲进来一群律师…,双双呀,网友曝光,19709,176,0,0,0,37309,网友曝光热议,train,392,6,15.31,68.0,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/10/805033-震惊！今天大宜宾办公室突然冲进来一群律师….md,https://dayibin.cn/forum.php?mod=viewthread&tid=805033
820141,2023-01-31,突发！宜宾一电瓶车自燃，快要炸了…,双双呀,网友曝光,20240,169,0,0,0,37140,网友曝光热议,train,240,5,20.83,48,0.2,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/01/820141-突发！宜宾一电瓶车自燃，快要炸了….md,https://dayibin.cn/forum.php?mod=viewthread&tid=820141
817401,2023-01-07,大宜宾小编在线求助！同学结婚要不要随礼？,双双呀,网友曝光,16123,210,0,0,0,37123,公益求助人物,train,323,6,18.58,59.5,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/01/817401-大宜宾小编在线求助！同学结婚要不要随礼？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=817401
829442,2023-04-07,迈入三线城市行列！在你们印象中，近年来宜宾最大的变化是什么?,双双呀,网友曝光,15833,210,0,0,0,36833,网友曝光热议,train,552,9,16.3,59,0.222,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/04/829442-迈入三线城市行列！在你们印象中，近年来宜宾最大的变化是什么.md,https://dayibin.cn/forum.php?mod=viewthread&tid=829442
831199,2023-04-18,书中有黄金 文化聚人心|宜宾联创商会四月会员日暨大宜宾非凡十年揭牌仪式圆满举行！,双双呀,今日宜宾,19092,175,0,0,0,36592,综合本地新闻,train,879,14,15.93,58.5,0.071,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/04/831199-书中有黄金-文化聚人心-宜宾联创商会四月会员日暨大宜宾非凡十年揭牌仪式圆满举行！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=831199
821942,2023-02-14,宜宾民政局门口挤爆了，到处都是人！,双双呀,网友曝光,19538,170,0,0,0,36538,网友曝光热议,train,479,12,25.05,40.5,0.083,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/02/821942-宜宾民政局门口挤爆了，到处都是人！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=821942
802921,2022-10-03,突发！重庆一街道路面塌陷，多人掉入化粪池…,双双呀,网友曝光,17011,195,0,0,0,36511,城建交通更新,train,526,9,17.11,60,0.222,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/10/802921-突发！重庆一街道路面塌陷，多人掉入化粪池….md,https://dayibin.cn/forum.php?mod=viewthread&tid=802921
795289,2022-08-24,电影院即将退出市场？你们多久没去看过电影了？,双双呀,网友曝光,18282,181,0,0,0,36382,网友曝光热议,train,555,12,21.62,51.5,0.083,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/08/795289-电影院即将退出市场？你们多久没去看过电影了？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=795289
816049,2022-12-28,颁奖啦！宜宾消防LOGO设计大赛发布会仪式圆满举行！,双双呀,网友曝光,17159,191,0,0,0,36259,政务公告党建,train,704,14,19.89,52.0,0.143,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/12/816049-颁奖啦！宜宾消防LOGO设计大赛发布会仪式圆满举行！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=816049
795392,2022-08-24,向各位宾粉道歉：对不起！我的隔离日记要断更了…,双双呀,网友曝光,19889,162,0,0,0,36089,网友曝光热议,train,805,21,26.09,38,0.238,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/08/795392-向各位宾粉道歉：对不起！我的隔离日记要断更了….md,https://dayibin.cn/forum.php?mod=viewthread&tid=795392
820254,2023-02-01,讨论疯了！一女子指出6岁男童不该上女厕所，被其家长持续辱骂近30分钟…,双双呀,网友曝光,15473,206,0,0,0,36073,网友曝光热议,train,652,14,21.47,42.0,0.214,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/02/820254-讨论疯了！一女子指出6岁男童不该上女厕所，被其家长持续辱骂近30分钟….md,https://dayibin.cn/forum.php?mod=viewthread&tid=820254
825043,2023-03-07,求解答！已婚女性家庭和事业哪个更重要？,双双呀,网友曝光,15249,205,0,0,0,35749,网友曝光热议,train,333,6,18.02,41.0,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/03/825043-求解答！已婚女性家庭和事业哪个更重要？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=825043
814741,2022-12-17,车辆绕行！宜宾长江桥堵到了三中门口，简直水泄不通…,双双呀,网友曝光,23776,118,0,0,0,35576,网友曝光热议,train,106,4,37.74,28.5,0.25,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/12/814741-车辆绕行！宜宾长江桥堵到了三中门口，简直水泄不通….md,https://dayibin.cn/forum.php?mod=viewthread&tid=814741
798901,2022-09-12,喜报！大宜宾小编今天终于“升官”了！,双双呀,网友曝光,20225,152,0,0,0,35425,网友曝光热议,train,512,10,19.53,55.0,0.2,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/09/798901-喜报！大宜宾小编今天终于“升官”了！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=798901
824136,2023-03-01,宜宾有人建议：周末单休，月末连休5天…网友炸了！,双双呀,网友曝光,14928,204,0,0,0,35328,网友曝光热议,train,347,9,25.94,29,0.222,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/03/824136-宜宾有人建议：周末单休，月末连休5天…网友炸了！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=824136
772597,2022-04-27,【公益领养】我一直在等你！带我回家！,双双呀,今日宜宾,27030,81,0,0,0,35130,公益求助人物,train,525,29,55.24,11,0.793,11,5,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/04/772597-【公益领养】我一直在等你！带我回家！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=772597
877737,2024-05-28,政府办公室招公务用车驾驶员‼️高景、美特、华邑酒店等急招！,大宜宾-梦竹,今日宜宾,3063659,79,0,0,0,3071559,政务公告党建,holdout,5972,458,76.69,14.0,0.878,34,8,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/05/877737-政府办公室招公务用车驾驶员‼️高景、美特、华邑酒店等急招！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=877737
867545,2024-02-23,五粮液子公司四川安达信物流 面向社会公开招聘38名劳务工公告,大宜宾-梦竹,今日宜宾,73798,51,0,0,0,78898,招聘求职信息,holdout,979,40,40.86,16.5,0.6,6,21,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/02/867545-五粮液子公司四川安达信物流-面向社会公开招聘38名劳务工公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=867545
862013,2023-12-29,中国烟草总公司2024年招聘,大宜宾-梦竹,今日宜宾,42972,93,0,0,0,52272,招聘求职信息,train,944,42,44.49,18.0,0.69,11,30,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/12/862013-中国烟草总公司2024年招聘.md,https://dayibin.cn/forum.php?mod=viewthread&tid=862013
836216,2023-05-28,宜宾成都外国语学校招聘工作人员,大宜宾-梦竹,今日宜宾,36873,35,0,0,0,40373,招聘求职信息,train,578,33,57.09,16,0.667,6,21,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/05/836216-宜宾成都外国语学校招聘工作人员.md,https://dayibin.cn/forum.php?mod=viewthread&tid=836216
840030,2023-06-26,宜宾智轨交通有限公司招聘,大宜宾-梦竹,今日宜宾,35486,34,0,0,0,38886,招聘求职信息,train,1507,62,41.14,14.5,0.613,7,25,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/06/840030-宜宾智轨交通有限公司招聘.md,https://dayibin.cn/forum.php?mod=viewthread&tid=840030
867297,2024-02-21,宜宾机场集团有限公司2024年 公开考试录用工作人员的公告,大宜宾-梦竹,今日宜宾,37910,3,0,0,0,38210,城建交通更新,holdout,2615,83,31.74,23,0.434,3,19,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/02/867297-宜宾机场集团有限公司2024年-公开考试录用工作人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=867297
858366,2023-11-26,2023下半年宜宾市翠屏区教体系统 公开考核招聘75名事业单位工作人员的公告,大宜宾-梦竹,今日宜宾,27811,22,0,0,0,30011,招聘求职信息,train,5548,116,20.91,29.5,0.362,5,32,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/11/858366-2023下半年宜宾市翠屏区教体系统-公开考核招聘75名事业单位工作人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=858366
864124,2024-01-18,宜宾恒旭集团投资有限公司2024年第一批员工公开招聘的公告,大宜宾-梦竹,今日宜宾,26268,34,0,0,0,29668,招聘求职信息,train,1793,50,27.89,17.0,0.62,6,9,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/01/864124-宜宾恒旭集团投资有限公司2024年第一批员工公开招聘的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=864124
878334,2024-06-03,四川省茶业集团公开招聘的公告,大宜宾-梦竹,今日宜宾,27617,1,0,0,0,27717,招聘求职信息,train,2771,69,24.9,21,0.478,8,20,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/06/878334-四川省茶业集团公开招聘的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=878334
839331,2023-06-20,四川时代、英发德耀、丝丽雅、果味轩等名企业大量招人了！,大宜宾-梦竹,今日宜宾,12662,134,0,0,0,26062,招聘求职信息,train,2968,246,82.88,10.0,0.898,51,4,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/06/839331-四川时代、英发德耀、丝丽雅、果味轩等名企业大量招人了！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=839331
845018,2023-08-04,宜宾三江新区第一高级中学校 招聘工作人员的公告,大宜宾-梦竹,今日宜宾,18757,59,0,0,0,24657,招聘求职信息,train,954,37,38.78,20,0.568,6,17,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/08/845018-宜宾三江新区第一高级中学校-招聘工作人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=845018
841080,2023-07-04,五粮液子公司招聘！还有英发德耀、凯尔顿酒店等直招！,大宜宾-梦竹,今日宜宾,12543,117,0,0,0,24243,招聘求职信息,train,2939,235,79.96,11,0.898,41,6,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/07/841080-五粮液子公司招聘！还有英发德耀、凯尔顿酒店等直招！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=841080
845647,2023-08-09,最新！五粮液机场招聘！还有丝丽雅、英发德耀等名企,大宜宾-梦竹,今日宜宾,10699,135,0,0,0,24199,招聘求职信息,train,3338,242,72.5,17.0,0.872,31,4,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/08/845647-最新！五粮液机场招聘！还有丝丽雅、英发德耀等名企.md,https://dayibin.cn/forum.php?mod=viewthread&tid=845647
868196,2024-02-29,宜宾市叙州区儿童福利服务中心招聘,大宜宾-梦竹,今日宜宾,20235,37,0,0,0,23935,招聘求职信息,train,2224,67,30.13,18,0.552,19,41,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/02/868196-宜宾市叙州区儿童福利服务中心招聘.md,https://dayibin.cn/forum.php?mod=viewthread&tid=868196
858367,2023-11-26,宜宾市市级机关幼儿园 2023年秋期营养员招聘启事,大宜宾-梦竹,今日宜宾,18790,51,0,0,0,23890,招聘求职信息,train,914,40,43.76,16.5,0.6,6,21,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/11/858367-宜宾市市级机关幼儿园-2023年秋期营养员招聘启事.md,https://dayibin.cn/forum.php?mod=viewthread&tid=858367
849578,2023-09-11,2023年宜宾市翠屏区面向社会 公开招聘32名社区专职工作者公告,大宜宾-梦竹,今日宜宾,23542,3,0,0,0,23842,招聘求职信息,train,3702,97,26.2,26,0.443,4,34,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/09/849578-2023年宜宾市翠屏区面向社会-公开招聘32名社区专职工作者公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=849578
831561,2023-04-21,宜宾市叙州区 2023年公开招聘社区专职工作者公告,大宜宾-梦竹,今日宜宾,20351,32,0,0,0,23551,招聘求职信息,train,2770,55,19.86,28,0.382,6,38,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/04/831561-宜宾市叙州区-2023年公开招聘社区专职工作者公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=831561
830188,2023-04-12,叙州区事业单位公开招聘26名中小学教师！,大宜宾-梦竹,今日宜宾,10598,126,0,0,0,23198,招聘求职信息,train,2122,194,91.42,10.5,0.943,40,5,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/04/830188-叙州区事业单位公开招聘26名中小学教师！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=830188
860402,2023-12-14,2023年宜宾市翠屏区区属国有企业 第二次面向社会公开招聘工作人员公告,大宜宾-梦竹,今日宜宾,22787,1,0,0,0,22887,招聘求职信息,train,4315,108,25.03,29.5,0.398,5,43,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/12/860402-2023年宜宾市翠屏区区属国有企业-第二次面向社会公开招聘工作人员公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=860402
880119,2024-06-20,宜宾市翠屏区区属国有企业2024年 第二次面向社会公开招聘工作人员公告,大宜宾-梦竹,今日宜宾,22809,0,0,0,0,22809,招聘求职信息,train,3965,91,22.95,30,0.418,4,43,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/06/880119-宜宾市翠屏区区属国有企业2024年-第二次面向社会公开招聘工作人员公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=880119
877596,2024-05-27,宜宾市12345运营中心公开招聘 宜宾市12345政务服务便民热线座席人员 的公告,大宜宾-梦竹,今日宜宾,19892,29,0,0,0,22792,招聘求职信息,train,1223,36,29.44,21.0,0.472,4,6,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/05/877596-宜宾市12345运营中心公开招聘-宜宾市12345政务服务便民热线座席人员-的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=877596
876267,2024-05-14,宜宾机场汽车运输有限公司招聘驾驶员,大宜宾-梦竹,今日宜宾,17669,48,0,0,0,22469,招聘求职信息,train,812,28,34.48,19.0,0.536,4,7,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/05/876267-宜宾机场汽车运输有限公司招聘驾驶员.md,https://dayibin.cn/forum.php?mod=viewthread&tid=876267
862411,2024-01-02,宜宾市公用事业服务集团有限公司及其子公司 2023年第二批员工公开招聘第三次挂网公告,大宜宾-梦竹,今日宜宾,22355,1,0,0,0,22455,招聘求职信息,train,2919,76,26.04,22.0,0.461,5,23,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/01/862411-宜宾市公用事业服务集团有限公司及其子公司-2023年第二批员工公开招聘第三次挂网公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=862411
868097,2024-02-28,宜宾市12345运营中心 关于公开招聘宜宾市12345政务 服务便民热线座席人员的公告,大宜宾-梦竹,今日宜宾,19559,24,0,0,0,21959,招聘求职信息,train,1225,35,28.57,21,0.457,3,6,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/02/868097-宜宾市12345运营中心-关于公开招聘宜宾市12345政务-服务便民热线座席人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=868097
848767,2023-09-04,宜宾丝丽雅集团有限公司招聘简章,大宜宾-梦竹,今日宜宾,16778,50,0,0,0,21778,招聘求职信息,train,985,21,21.32,21,0.476,2,5,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/09/848767-宜宾丝丽雅集团有限公司招聘简章.md,https://dayibin.cn/forum.php?mod=viewthread&tid=848767
851264,2023-09-25,2023年下半年宜宾市市属事业单位公开考核招聘218名工作人员的公告,大宜宾-梦竹,今日宜宾,20894,3,0,0,0,21194,招聘求职信息,train,5338,112,20.98,26.0,0.42,9,25,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/09/851264-2023年下半年宜宾市市属事业单位公开考核招聘218名工作人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=851264
879927,2024-06-18,宜宾机场集团有限公司2024年 公开考试录用工作人员的公告,大宜宾-梦竹,今日宜宾,21089,0,0,0,0,21089,城建交通更新,train,3259,94,28.84,21.0,0.489,4,29,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/06/879927-宜宾机场集团有限公司2024年-公开考试录用工作人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=879927
880755,2024-06-26,宜宾市翠屏区国有企业2024年公开招聘工作人员公告,大宜宾-梦竹,今日宜宾,19786,1,0,0,0,19886,招聘求职信息,train,3856,85,22.04,33,0.4,4,41,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/06/880755-宜宾市翠屏区国有企业2024年公开招聘工作人员公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=880755
874492,2024-04-27,2024年四川省宜宾市市属事业单位 第三批公开考核招聘工作人员的公告 （卫生专场）,大宜宾-梦竹,今日宜宾,18576,13,0,0,0,19876,招聘求职信息,train,5706,112,19.63,29.0,0.393,6,25,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/04/874492-2024年四川省宜宾市市属事业单位-第三批公开考核招聘工作人员的公告-（卫生专场）.md,https://dayibin.cn/forum.php?mod=viewthread&tid=874492
855985,2023-11-04,宜宾市翠屏区沙坪街道办事处 关于招聘全科网格员的公告,大宜宾-梦竹,今日宜宾,14761,47,0,0,0,19461,招聘求职信息,train,2717,64,23.56,23.0,0.453,7,26,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/11/855985-宜宾市翠屏区沙坪街道办事处-关于招聘全科网格员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=855985
860888,2023-12-19,年薪22万！国企急招！还有英发德耀、北京汽车等40+企业正在急招！,大宜宾-梦竹,今日宜宾,9414,98,0,0,0,19214,综合本地新闻,train,3165,256,80.88,11.0,0.887,39,4,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/12/860888-年薪22万！国企急招！还有英发德耀、北京汽车等40+企业正在急招！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=860888
840180,2023-06-27,急招169人！宜宾智轨公开招聘！还有丝丽雅、英发德耀、广宇汽车等名企...,大宜宾-梦竹,今日宜宾,11438,76,0,0,0,19038,招聘求职信息,train,3449,260,75.38,13.5,0.835,27,6,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/06/840180-急招169人！宜宾智轨公开招聘！还有丝丽雅、英发德耀、广宇汽车等名企.md,https://dayibin.cn/forum.php?mod=viewthread&tid=840180
843662,2023-07-24,四川省茶业集团股份有限公司2023年第一批员工公开招聘的公告,大宜宾-梦竹,今日宜宾,18660,3,0,0,0,18960,招聘求职信息,train,2727,69,25.3,21,0.478,8,20,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/07/843662-四川省茶业集团股份有限公司2023年第一批员工公开招聘的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=843662
880610,2024-06-25,宜宾市南溪区2024年 公开招聘社区专职工作者公告,大宜宾-梦竹,今日宜宾,18668,1,0,0,0,18768,招聘求职信息,train,3377,71,21.02,27,0.465,6,29,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/06/880610-宜宾市南溪区2024年-公开招聘社区专职工作者公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=880610
870983,2024-03-27,四川蜀南文化旅游健康产业投资集团 有限公司员工公开招聘的公告,大宜宾-梦竹,今日宜宾,18205,0,0,0,0,18205,招聘求职信息,train,2813,62,22.04,19.0,0.532,6,16,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/03/870983-四川蜀南文化旅游健康产业投资集团-有限公司员工公开招聘的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=870983
877623,2024-05-27,宜宾市人民政府办公室 关于公开招聘驾驶员的公告,大宜宾-梦竹,今日宜宾,17970,1,0,0,0,18070,招聘求职信息,train,1911,57,29.83,23,0.474,6,22,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/05/877623-宜宾市人民政府办公室-关于公开招聘驾驶员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=877623
870800,2024-03-25,2024年宜宾三江新区事业单位第一次公开考核招聘30名工作人员公告,大宜宾-梦竹,今日宜宾,17963,1,0,0,0,18063,招聘求职信息,train,5256,99,18.84,30,0.404,3,17,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/03/870800-2024年宜宾三江新区事业单位第一次公开考核招聘30名工作人员公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=870800
870866,2024-03-26,宜宾筠连县征地拆迁服务中心 关于2024年第二次公开招聘临聘人员的公告,大宜宾-梦竹,今日宜宾,17869,1,0,0,0,17969,招聘求职信息,train,2429,58,23.88,27.5,0.379,3,20,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/03/870866-宜宾筠连县征地拆迁服务中心-关于2024年第二次公开招聘临聘人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=870866
869371,2024-03-12,2024年宜宾市事业单位 第一次公开考试招聘工作人员公告,大宜宾-梦竹,今日宜宾,17728,2,0,0,0,17928,招聘求职信息,train,11294,229,20.28,29,0.38,11,38,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/03/869371-2024年宜宾市事业单位-第一次公开考试招聘工作人员公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=869371
858590,2023-11-28,有编制！宜宾教体系统招75人！还有绿源、麦加乐、凯尔顿等名企大量招人！,大宜宾-梦竹,今日宜宾,8938,89,0,0,0,17838,招聘求职信息,train,4843,391,80.74,11,0.905,57,8,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/11/858590-有编制！宜宾教体系统招75人！还有绿源、麦加乐、凯尔顿等名企大量招人！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=858590
845016,2023-08-04,宜宾丝丽雅集团有限公司公开招聘28名工作人员,大宜宾-梦竹,今日宜宾,16892,7,0,0,0,17592,招聘求职信息,train,2242,60,26.76,15.0,0.583,4,2,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/08/845016-宜宾丝丽雅集团有限公司公开招聘28名工作人员.md,https://dayibin.cn/forum.php?mod=viewthread&tid=845016
875485,2024-05-07,宜宾市市属事业单位公开考核招聘11名工作人员的公告,大宜宾-梦竹,今日宜宾,16813,3,0,0,0,17113,招聘求职信息,train,4987,99,19.85,29,0.394,4,23,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/05/875485-宜宾市市属事业单位公开考核招聘11名工作人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=875485
844195,2023-07-28,2023年四川省向家坝灌区建设开发有限责任公司公开招聘引进人才公告,大宜宾-梦竹,今日宜宾,12686,44,0,0,0,17086,招聘求职信息,train,2712,83,30.6,19,0.542,7,17,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/07/844195-2023年四川省向家坝灌区建设开发有限责任公司公开招聘引进人才公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=844195
866963,2024-02-18,宜宾市市属学校2024年上半年公开考核招聘工作人员的公告,大宜宾-梦竹,今日宜宾,16954,1,0,0,0,17054,招聘求职信息,train,4344,86,19.8,29.5,0.384,4,22,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/02/866963-宜宾市市属学校2024年上半年公开考核招聘工作人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=866963
876359,2024-05-15,宜宾机场招驾驶员！天原锂电、麦加乐、社区工作岗等急招！,大宜宾-梦竹,今日宜宾,10243,65,0,0,0,16743,城建交通更新,train,5180,431,83.2,11,0.907,60,6,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/05/876359-宜宾机场招驾驶员！天原锂电、麦加乐、社区工作岗等急招！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=876359
841497,2023-07-07,宜宾市叙州区精神病医院 面向社会公开招聘工作人员的公告,大宜宾-梦竹,今日宜宾,13301,34,0,0,0,16701,招聘求职信息,train,1157,44,38.03,16.0,0.545,4,19,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/07/841497-宜宾市叙州区精神病医院-面向社会公开招聘工作人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=841497
840278,2023-06-28,2023年宜宾三江新区事业单位第二次公开考核招聘51名工作人员公告,大宜宾-梦竹,今日宜宾,16340,3,0,0,0,16640,招聘求职信息,train,4725,96,20.32,27.5,0.448,3,17,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/06/840278-2023年宜宾三江新区事业单位第二次公开考核招聘51名工作人员公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=840278
836379,2023-05-29,年薪12W ！国企急招37名工作人员！,大宜宾-梦竹,今日宜宾,10008,63,0,0,0,16308,综合本地新闻,train,3741,288,76.98,13.0,0.861,50,10,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/05/836379-年薪12W-！国企急招37名工作人员！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=836379
845293,2023-08-06,宜宾机场集团有限公司2023年度 面向社会公开选用见习人员的公告,大宜宾-梦竹,今日宜宾,12850,30,0,0,0,15850,招聘求职信息,train,2177,72,33.07,22.5,0.458,6,23,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/08/845293-宜宾机场集团有限公司2023年度-面向社会公开选用见习人员的公告.md,https://dayibin.cn/forum.php?mod=viewthread&tid=845293
